team id,team name,campaign name,partner name,placement name,device type,blocking status,measured impressions,total impressions,% measured,% see-through,% passed,% failed,% failed by content,% failed by geo,% failed by keyword,% failed by blacklist,% failed by language,% fraud,total viewable rate (total net metrics),total viewable display rate (total net metrics),total viewable video rate (total net metrics),% display ads in view (groupm),% video ads in view (groupm),% display ads in view (publicis),% video ads in view (publicis)
11346,HP_North America,N/A,AOL,N/A,N/A,Blocking,60410764,72596227,0.871634668465,0.98341394519,0.954697494127,0.0453025058727,0.028907976168,6.54441724637e-05,0.00232185620335,0.000152266866431,0.0,0.0144687960161,0.548099193051,0.548099193051,NULL,0.18445235345,NULL,0.0,NULL
11346,HP_North America,N/A,DBM,N/A,N/A,Mixed,52375279,88251109,0.609822418795,0.703000593454,0.967238643993,0.0327613560074,0.0124478662359,0.00188342109106,0.000863105301034,2.06229703017e-05,0.0,0.017846551934,0.670711252918,0.673074680629,0.315262321145,0.192416267239,0.0968121740994,0.0,0.0
11346,HP_North America,N/A,Quantcast,N/A,N/A,Blocking,19032027,24562278,0.821552363119,0.971592007875,0.943150834788,0.0568491652118,0.0164456244653,0.000501867131379,0.00160473715019,0.000873901028235,0.0,0.0383516545167,0.69556442937,0.69556442937,NULL,0.251743822157,NULL,0.0,NULL
11346,HP_North America,N/A,Turn,N/A,N/A,Mixed,12480650,13552631,0.945239765226,0.979816317584,0.974233711521,0.0257662884793,0.00370835743997,0.00064068740601,0.00412893998221,5.09126235341e-06,0.0,0.0174701133677,0.622585762761,0.622187902527,NULL,0.26715819683,0.104729148753,0.0,0.0
11346,HP_North America,N/A,Bustle,N/A,N/A,Monitoring,5151884,5401478,0.959509179145,0.932935022599,0.98378814095,0.0162118590504,0.00999207994553,0.00030065844941,0.0,0.0,0.0,0.00595873944132,0.574896290367,0.574896290367,NULL,0.157971267349,NULL,0.0,NULL
11346,HP_North America,N/A,Amazon,N/A,N/A,Monitoring,4373348,10977678,0.405339827646,0.981127247493,0.940791121765,0.0592088782345,0.00562386690519,0.0353578416128,0.00128096305977,8.5628308646e-05,0.0,0.0171195584349,0.284709334816,0.284709334816,NULL,0.0341379186966,NULL,0.0,NULL
11346,HP_North America,N/A,DemandBase,N/A,N/A,Monitoring,3768266,4172169,0.933384391734,0.9793409615,0.935445807684,0.0645541923158,0.0225177839153,0.00129405112784,0.00518818868555,0.00439986970806,0.0,0.032329946366,0.430270315312,0.430270315312,NULL,0.129182742411,NULL,0.0,NULL
11346,HP_North America,N/A,ESPN,N/A,N/A,Monitoring,2065168,2099488,0.998725217671,0.997358879879,0.981047283909,0.0189527160908,0.00186283512933,0.0012250605862,0.000841157463153,0.0,0.0,0.0150851064641,0.641280031455,0.641280031455,NULL,0.342572465676,NULL,0.0,NULL
11346,HP_North America,N/A,TechMediaNetwork,N/A,N/A,Mixed,1444054,1478616,0.998072354775,0.980606864798,0.97467496632,0.0253250336801,0.00253480281561,0.00179424542951,0.00118353920152,8.11569738188e-06,0.0,0.0198110936173,0.592422444036,0.592422444036,NULL,0.285121993795,NULL,0.0,NULL
11346,HP_North America,N/A,Teads INC,N/A,N/A,Monitoring,853460,871784,0.999285772829,0.999738467327,0.91990103053,0.0800989694695,0.0290794508732,0.000184678773641,0.0304892037477,0.00188578822277,0.0,0.0202584585172,0.738689569517,NULL,0.738689569517,NULL,0.0752106659598,NULL,0.0
11346,HP_North America,N/A,IDG,N/A,N/A,Mixed,779054,1007061,0.827131866895,0.942331199401,0.921440707167,0.0785592928333,0.0127479864676,0.0411633456166,0.00563123782968,0.0,0.0,0.019566838553,0.557772631936,0.557772631936,NULL,0.0140758834976,NULL,0.0,NULL
11346,HP_North America,N/A,IGN,N/A,N/A,Monitoring,580235,1642031,0.360112582699,0.63068236836,0.972803193119,0.0271968068812,1.82700570208e-06,5.05471577577e-05,0.00854186065915,0.0,0.0,0.0187103653951,0.267436469706,0.267436469706,NULL,0.0325721447687,NULL,0.0,NULL
11346,HP_North America,N/A,Samba TV,N/A,N/A,Mixed,281717,3729702,0.0768537215744,0.12821801849,0.978695616969,0.0213043830311,0.00359251221679,0.000283132539811,0.00114566793808,0.000302973267033,0.0,0.0161460620714,0.810874033161,NULL,0.810874033161,NULL,0.115462348808,NULL,0.0
11346,HP_North America,N/A,UBM Inc,N/A,N/A,Blocking,145348,172350,0.963450040434,0.96074267479,0.875323469684,0.124676530316,0.0409341456339,0.0143893240499,0.00424717145344,0.0118885987815,0.0,0.0608877284595,0.502924016842,0.502924016842,NULL,0.195261698632,NULL,0.0,NULL
