team name,campaign name,partner name,placement name,device type,blocking status,measured impressions,total impressions,% measured,% see-through,% passed,% failed,% failed by content,% failed by geo,% failed by keyword,% failed by blacklist,% failed by language,% fraud,total viewable rate (total net metrics),total viewable display rate (total net metrics),total viewable video rate (total net metrics),% display ads in view (groupm),% video ads in view (groupm),% display ads in view (publicis),% video ads in view (publicis)
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~HGLR_IT~PPA_CH~SEARCH_TG~BHV_DT~DT_FM~RMBAN_SZ~160x600_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - App - Display,Monitoring,189735,195686,0.969589035496,0.949178786423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148496587346,0.148496587346,NULL,0.0,NULL,0.0,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~HGLR_IT~PPA_CH~SEARCH_TG~BHV_DT~MO_FM~RMBAN_SZ~320x50_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - Browser - Display,Monitoring,179878,189809,0.951262335135,0.959085185634,0.957546797043,0.0424532029567,0.021205527662,0.00704919155572,0.01073710941,2.10738163101e-05,0.0,0.00371952857873,0.602247078575,0.602247078575,NULL,0.0,NULL,0.506250195831,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~HGLR_IT~PPA_CH~SEARCH_TG~CQT_DT~MO_FM~RMBAN_SZ~320x50_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|NONE|NONE|NONE|NONE,Phone - App - Display,Monitoring,179409,186609,0.96141665193,0.980440386048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460617917719,0.460617917719,NULL,0.0,NULL,0.0,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~CMRY_IT~PPA_CH~SEARCH_TG~BHV_DT~MO_FM~RMBAN_SZ~300X250_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - Browser - Display,Monitoring,171023,182174,0.94197446546,0.973629606859,0.945047042937,0.054952957063,0.0299384105306,0.00713054552241,0.014903334175,1.64677725691e-05,0.0,0.00335393634657,0.476549937728,0.476549937728,NULL,0.0,NULL,0.301998293751,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~CMRY_IT~PPA_CH~SEARCH_TG~BHV_DT~DT_FM~RMBAN_SZ~728x90_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Tablet - Browser - Display,Monitoring,164762,178713,0.926759026454,0.991103053499,0.943003586756,0.0569964132436,0.0301880669006,0.00451562001645,0.0175085192459,5.59556383699e-06,0.0,0.00517030098538,0.569336376106,0.569336376106,NULL,0.0,NULL,0.444522365168,NULL
N/A,GST_FY_2018_Precision_Display,AOD,PI~AUTO_PB~AMOB_DA~TRN_YQ~18Q1Q4_BS~RAV4_IT~POE_CH~DISPLAY_TG~BHV_DT~MO_FM~RMBAN_SZ~320x50_AD~AS_AS~DCM_RT~CPM_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|PREFIL|NONE|NONE|NONE,Phone - Browser - Display,Blocking,153613,176515,0.953661913246,0.940141064499,0.912540010764,0.087459989236,0.00379004617171,0.0125938305526,0.0667195422485,1.13304818287e-05,0.0,0.00530833073676,0.632342314778,0.632342314778,NULL,0.0,NULL,0.540076294807,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~HGLR_IT~PPA_CH~SEARCH_TG~BHV_DT~MO_FM~RMBAN_SZ~300X250_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - Browser - Display,Monitoring,165603,174932,0.949787219399,0.978488784213,0.95063796218,0.0493620378204,0.0247867742894,0.00676262776393,0.0148915006974,6.28815768413e-05,0.0,0.00325840898178,0.487871596529,0.487871596529,NULL,0.0,NULL,0.314546073597,NULL
N/A,GST_Q4_2017_Precision,AOD,MOD_CPM_DS_DBM_Q4_CMRY_IN-MARKET GOOGLE AFFINITY_GEO_RM_300x250,Phone - Browser - Display,Blocking,153062,171395,0.957780850891,0.960442253275,0.932401762012,0.0675982379883,0.00541439365209,0.0241955716328,0.0321946381166,0.00058344759182,0.0,0.00565944164065,0.374273170349,0.374273170349,NULL,0.0,NULL,0.272682929544,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~TDRA_IT~PPA_CH~SEARCH_TG~BHV_DT~MO_FM~RMBAN_SZ~320x50_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - Browser - Display,Monitoring,158514,165653,0.961506732986,0.959650594918,0.957930131057,0.0420698689429,0.0192510850996,0.00801675792168,0.010298636306,3.62202918148e-05,0.0,0.00474485822774,0.608223879279,0.608223879279,NULL,0.0,NULL,0.526953856676,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~TDRA_IT~PPA_CH~SEARCH_TG~BHV_DT~MO_FM~RMBAN_SZ~300X250_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - Browser - Display,Monitoring,151723,160537,0.948422868716,0.984259080461,0.946467169562,0.0535328304378,0.0277007792596,0.00778013791213,0.0148999919022,4.98327488367e-05,0.0,0.00346960513776,0.450992927902,0.450992927902,NULL,0.0,NULL,0.27962997266,NULL
N/A,GST_Q1_2018_HIS_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~RAV4_IT~PPA_CH~SEARCH_TG~BHV_DT~DT_FM~RMBAN_SZ~300X250_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|HIS,Phone - App - Display,Monitoring,151132,157091,0.962066572878,0.996110534658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3513154064,0.3513154064,NULL,0.0,NULL,0.0,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~CMRY_IT~PPA_CH~SEARCH_TG~BHV_DT~DT_FM~RMBAN_SZ~160x600_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Desktop - Display,Monitoring,127723,145139,0.900123330632,0.95044750205,0.925319865784,0.0746801342162,0.0229366331586,0.0186924258814,0.014007262004,0.0,0.0,0.0222614183645,0.780251011956,0.780251011956,NULL,0.0,NULL,0.370110484692,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~RAV4_IT~PPA_CH~SEARCH_TG~BHV_DT~DT_FM~RMBAN_SZ~160x600_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - App - Display,Monitoring,139328,142533,0.977513979219,0.969663165723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153156580156,0.153156580156,NULL,0.0,NULL,0.0,NULL
N/A,GST_Q4_2017_Precision,AOD,DIS-PRO_CPM_DS_DBM_Q4_HGLR_CUSTOM GOOGLE AFFINITY_GEO_RM_300x250,Phone - Browser - Display,Blocking,123569,139784,0.948567963215,0.966061924111,0.931930693069,0.0680693069307,0.00606650260402,0.0254964802839,0.0314055972071,0.000279001888628,0.0,0.00516511188691,0.320921914072,0.320921914072,NULL,0.0,NULL,0.226457908275,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~TDRA_IT~PPA_CH~SEARCH_TG~BHV_DT~DT_FM~RMBAN_SZ~300X250_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - Browser - Display,Monitoring,127593,137139,0.933816856465,0.978598356412,0.946616206914,0.0533837930858,0.0253027949744,0.0077731352861,0.0169827693071,7.29187175056e-06,0.0,0.00362406026003,0.486100334658,0.486100334658,NULL,0.0,NULL,0.283301394046,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~CMRY_IT~PPA_CH~SEARCH_TG~BHV_DT~DT_FM~RMBAN_SZ~160x600_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Phone - App - Display,Monitoring,132458,135850,0.975031284505,0.975311004785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123495749596,0.123495749596,NULL,0.0,NULL,0.0,NULL
N/A,GST_Q1_2018_GDN_PFX,Google Inc,PI~AUTO_PB~GOOG_DA~NONE_YQ~18Q1_BS~TCMA_IT~PPA_CH~SEARCH_TG~BHV_DT~DT_FM~RMBAN_SZ~728x90_AD~AS_AS~DCM_RT~CPC_PK~CPI_CT~RM_PD~|NONE|NONE|NONE|RET|NONE|NONE|NONE,Desktop - Display,Monitoring,112212,135446,0.849241667423,0.927373270528,0.915840999365,0.0841590006349,0.0247847850804,0.0206281470106,0.0169809370524,0.0,0.0,0.0244377833232,0.69709122019,0.69709122019,NULL,0.0,NULL,0.436241399654,NULL
